response	label	textid	genre	year	century	treeid	text
0	IP-SUB	homiliubok	rel	1150	12	233	Og það allt er Guð hefir oss veitt miskunnar í hingaðkomu sonar síns þá höfum vér það allt af henni hlotið því að hún gjörðist verð að bera þann er oss leysti með sínu blóði frá helvítis kvölum
0	IP-SUB	homiliubok	rel	1150	12	234	Eða hvað of jafni öðrum mönnum við hana þar er hún hefir svo miklu meiri návistu hafða við guðdóminn sjálfan en aðrir menn þeir er náðu framast er sáu Drottin eða heyrðu orð hans eða vóru í föruneyti hans og áttu mat við hann eða svefn
0	IP-SUB	homiliubok	rel	1150	12	253	Gler það er hvítt er aðeins jarteinir engla Guðs því að það er allra hreinst og skírst svo sem góðir englar eru svo helgir og hreinir að þeir hafa í öngum hlut sitt eðli saurgað
0	IP-SUB	homiliubok	rel	1150	12	274	En alls líkamur hennar fannst eigi þá hyggja margir að hún hafi upp verið numin bæði með önd og líkama
0	IP-MAT	homiliubok	rel	1150	12	297	En ef svo má verða þá hefir hann öðlast ið æðsta lán af Guði það er meira er vert en líkamlegar jarteinir því að hver hefir allt ærið er góðs er verður af Guði
0	IP-SUB	homiliubok	rel	1150	12	302	Þessi orð munu svo þykja horfa sem aðrir hafi heyrt orð Guðs og varðveitt heldur en in helga María er bar Drottin og hafði sér á brjósti
0	IP-SUB	homiliubok	rel	1150	12	304	Og skal þá sérhvort greina verðleik hennar og laun verðleiksins hver sé sá manna er jafnframarla hafi náð að heyra orð Guðs þar er Gabríel bar henni að eyrum ið helgasta erindi og heyrði þau orð er hirðarnir sögðu og svo það er austurvegskonungarnir mæltu
0	IP-SUB	homiliubok	rel	1150	12	315	En þessi orð Drottins er hann mælti í guðspjalli skulum vér svo skilja að hann hafi svo ljóslega mælt Þótt ér megið það skilja að sú mær er sæl er mig bar og fæddi sér á brjósti þá skulum vér eigi minna virða atferð hennar góða þá er hún vildi vita Guðs orð og halda þau síðan
0	IP-SUB	homiliubok	rel	1150	12	318	En Drottinn vor sjálfur mun að ráðnu vera með oss ef hann sér góðfýsi vora og efla oss til alls ins góða svo að hver góðgerningur vor mun betur lúkast en vér hafim upp hafið og vaxa verðleikur vor við Guð dag frá degi meðan vér erum þessa heims en í öðru lífi veita oss meiri dýrð en vér kunnim nú biðja sá inn sami Jesús Kristur er með feður og helgum anda lifir og ríkir per omnia secula seculorum
0	IP-MAT	homiliubok	rel	1150	12	471	Á þessa hluti hefi eg yður minnt góð systkin af föðurlegri umhyggju
0	IP-SUB	homiliubok	rel	1150	12	487	En nú lítum vér á það hvert veldi Guð gaf postulum sínum að vér megim þá gjör skilja hverja miskunn vér höfum hlotið af þeim
0	IP-SUB	homiliubok	rel	1150	12	594	Eftir það síðan renna hug órum til heilagra biskupa er kenningar sínar hafa eftir sig leift í heiminum til þess að þá kynnim vér heldur himinríkis götu ef vér vildim ganga
0	IP-MAT	homiliubok	rel	1150	12	617	Mjög harðla hefir Jesús Kristur saman látið bera stórmerki sín og inar fyrri hátíðir Moises laga
0	IP-MAT	homiliubok	rel	1150	12	684	Nú hef eg yfir farið of giftir eða geisla ins helga anda
0	IP-MAT	homiliubok	rel	1150	12	692	Af þessum veraldar vanda hefir það orðið að mikill hluti alþýðu virðir velflestar helgar tíðir þær er sjaldnar eru á tveim misserum framar en drottinsdaga er á hverri viku eru haldnir Eigi af því að domini dagarnir séu minni heldur af því að þeir eru oftar haldnir en aðrar hátíðir
0	IP-MAT	homiliubok	rel	1150	12	720	Af þessum rökum öllum er nú töldum vér og mörgum öðrum hefir drottinsdagurinn helgast
0	IP-SUB	homiliubok	rel	1150	12	830	Fyrgef svo þú oss syndir órar nú er vér biðjum þig sem vér fyrgefum þeim er við oss hafa misgert þá er þeir biðja oss
0	IP-MAT	homiliubok	rel	1150	12	854	En til þess að eigi verði oss Adams dæmi er eigi kunni gott þiggja sjálfur þá sælu er honum var veitt hefir Drottinn vor eigi enn öll synda víti af oss tekið það er bæði erfiði og mæði og mörg þessa heims meinsemi sótt og dauði sorg og umhugi hungur og þorsti volað og vílsiðr
0	IP-SUB	homiliubok	rel	1150	12	856	Það er svo rétt skilið Þó að svo illa hafim vér fyr oss leitað er vér vorum Guðs börn að nú séim vér djöfuls mansmenn og synda þjónar og þýjar að Guð frelsi oss frá þeirri ánauð svo að vér þjónim hans réttlæti og standimst freistni og megim fyrgefa þeim er oss misbjóða til þess að Guð fyrgefi oss órar syndir svo að vér séim maklegir að taka þeirrar styrktar brauð er vér lifim að Guðs þokka svo að vér verðim himinríkis menn og heilög Guðs börn honum að öllu þokkuð eftir dómadag þá er vér erum að fullu frelst frá öllu illu frá helvíti og djöfli og öllum hans árum frá öllum svikum og frá sótt og dauða og öllum synda vítum og öllum þessa heims meinum í fullri sælu og eilífum fagnaði ei og ei
0	IP-SUB	homiliubok	rel	1150	12	869	Nú því að vér höfum numið hvern vér skulum biðja þá skulum vér og vita hvers biðja skal að eigi gerim vér slíkan föður reiðan ef vér biðjum hann illra hluta eða annars en skal
0	IP-SUB	homiliubok	rel	1150	12	870	Hvað hefir Drottinn vor kennt oss að biðja þenna föður ?
0	IP-SUB	homiliubok	rel	1150	12	919	Nú minni eg yður synir mínir minni eg yður bræður mínir að þá er nekkver hefir misgjört við yður og kemur hann og gengur í gegn og biður miskunnar þá fyrgefið ér honum af öllum hug að eigi heftið ér miskunn þá er Guð hefir yður hugða Því að eigi mun hann fyrgefa yður syndir yðrar nema ér fyrgefið hverjum er við yður misgerir
0	IP-SUB	homiliubok	rel	1150	12	1033	Allsvaldandi himinríkis konungur almáttugur Guð launi yður tíðasókn þá er þér hafið hingað sótt í dag almáttkum Guði til dýrðar og til vegsemdar og öllum helgum mönnum hans oss til hjálpar og til miskunnar
0	IP-SUB	homiliubok	rel	1150	12	1093	Það vil eg láta fylgja máli mínu er mér þykir oss hjálpvænlegast vera og mestur leiðarvísir til paradísarvistar að það er upphaf hjálpar vorrar allrar að vér haldim trúu rétta þá sem töld er í credo skiljim það allt undir þá trúu er helgir menn hafa oss til kennt að þar skal undir felast
0	IP-SUB	homiliubok	rel	1150	12	1107	Eigum vér þá og allir upp að rísa hver með þeirri önd og líkam sem hann hefir haft hér í heimi og taka þá þvílíkan dóm af Guði sem vér höfum hér til verkað
0	IP-SUB	homiliubok	rel	1150	12	1107	Eigum vér þá og allir upp að rísa hver með þeirri önd og líkam sem hann hefir haft hér í heimi og taka þá þvílíkan dóm af Guði sem vér höfum hér til verkað
0	IP-INF	homiliubok	rel	1150	12	1123	Tíðindi þau öll er mest hafa verið í heimi þessum of burð Krists og písl hans og upprisu og það er hann sté til himna upp það er allt tilbúnaður einn til þess ins ógurlega dags
0	IP-SUB-SPE	homiliubok	rel	1150	12	1240	og fremjum prúðlífis hluti að stríður dómandi sá er á þessum degi gerðist maður fyr heilsu mannanna þá er hann kemur á dómsdegi kalli oss miskunnsamlega og laði blíðlega til sín og svo mæli hann Komið ér til mín blessuð af föður mínum og takið ríki með mér nú alls ér hafið þungt erfiði drýgt fyr mínar sakar og grétuð fyr ásthuga mínum
0	IP-MAT-SPE	homiliubok	rel	1150	12	1311	Þekkilega fórn færir sá Guði er hann lætur af saurlífi og mælir svo með tárum við Guð Drottinn minn ærið lengi hefi eg þig fyrlitið og unað við illlífi
0	IP-MAT-SPE	homiliubok	rel	1150	12	1321	og mæli svo Ekki hefi eg að mér hugt hingað til og amað ei öðrum þar er of mig hefir horvetna verr verið en aðra
0	IP-SUB-SPE	homiliubok	rel	1150	12	1321	og mæli svo Ekki hefi eg að mér hugt hingað til og amað ei öðrum þar er of mig hefir horvetna verr verið en aðra
0	IP-SUB	homiliubok	rel	1150	12	1507	En oss er þekkjanda í öllum táknum þeim er sýnd eru bæði að bornum Drottni og deyjanda hve mikil illska hefir verið í hjörtum nekkverra Gyðinga er hvorki kenndust þeir við Guð fyr spár né fyr jarteinir Því að allar höfuðskepnur vottuðu komið hafa skapera sinn
0	IP-SUB	homiliubok	rel	1150	12	1625	Þá er maður gengur til skrifta þá skal vandvirklega að grafa með hverjum hætti eða af hverjum atburð hann hefir framið það er hann telur sig gjört hafa
0	IP-SUB	homiliubok	rel	1150	12	1626	Skal síðan bjóða honum skrift að því er hann hefir til gjört eða hann er til fær Fýsa að hann segi til rangra hugrenninga og ónýtra orða svo sem til verka
0	IP-SUB	homiliubok	rel	1150	12	1629	en hann verður við að ganga ef hann hefir slíkt sótt
0	IP-SUB	homiliubok	rel	1150	12	1756	Illa þiggur sá miklar virðingar eða mörg hógindi er Guð hefir honum veitt ef hann þykist þá óskyldri að mynda eftir lítillæti Guðs að hann sé mikils virður
0	IP-SUB	homiliubok	rel	1150	12	1771	En ekki vel ræðst um ef vér skulum á lítilli stundu týna því er vér höfum samnað of alla langaföstu
0	IP-SUB	homiliubok	rel	1150	12	1861	Af því örvilnist engi sér líknar þótt hann hafi margt eða stórt afgjört því að þjófur sjá hafði lengi syndugur verið en hann iðraðist og leiðréttist á inni efstu stundu lífs síns
0	IP-SUB	homiliubok	rel	1150	12	1878	Höldum vér og þá góðir bræður tákn píslar Krists og þessa atburði er nú hefi eg frá sagt
0	IP-SUB	homiliubok	rel	1150	12	1981	Það megum vér ætla góðir bræður að engi maður aldregi hefir í svo miklum nauðum staddur verið að hann mætti jafnfeginn verða brautkvomu sinni þaðan sem helgir yfirfeður urðu því er Kristur leysti þá úr helvíti og opnaði fyr þeim himneskt ríki það er nú er öllum góðum mönnum til boðið
0	IP-SUB	homiliubok	rel	1150	12	2014	Fylling tungls sú er verður áður páska megi halda merkir fylling heilagrar kristni þá er verða skal fyrir ina efstu upprisu fyr því að eigi mun dagur koma fyrr en það manntal er til loks fullnað er Guð hefir valið til eilífrar dýrðar með sér sjálfum
0	IP-SUB	homiliubok	rel	1150	12	2064	Ef nekkver hefir villst frá trúu líti hann á Pétar postula er sárlega grét það er hann neitti Drottni
0	IP-SUB	homiliubok	rel	1150	12	2067	Ef nekkver hefir týnt hreinlífi fyr líkams munúð líti hann á Maríu Magdalena er í Guðs ástareldi brenndi af sér líkamssyndir
0	IP-SUB	homiliubok	rel	1150	12	2082	Leitum alls við of þá atferðarbót er vér höfum fengið á langaföstu þeirri er nú er liðin í föstum og í meinlætum og í ölmusugjöfum að sú fyrfarist eigi í endurnýjun synda þeirra er nú höfum vér við skilist og til skrifta borið
0	IP-SUB	homiliubok	rel	1150	12	2082	Leitum alls við of þá atferðarbót er vér höfum fengið á langaföstu þeirri er nú er liðin í föstum og í meinlætum og í ölmusugjöfum að sú fyrfarist eigi í endurnýjun synda þeirra er nú höfum vér við skilist og til skrifta borið
0	IP-MAT	homiliubok	rel	1150	12	2099	Hátíð sú er vér höldum nú í dag góðir bræður hefir helgast af þremur stórmerkjum
0	IP-SUB	homiliubok	rel	1150	12	2209	en turturi er hreinlífisfugl svo að hann leitar eigi annars til lags með sér ef þeim verður nekkvað er honum hefir fylgt
0	IP-SUB	homiliubok	rel	1150	12	2253	Vér eigum á það að minnast á hverri stundu lífs vors hve mikil meinlæti vor Drottinn hefir tekið á sinn líkama fyr órar sakar í þessi veröld
0	IP-MAT	homiliubok	rel	1150	12	2272	Nú hefi eg sagt yður í nekkverjum orðum hvað Guð hefir unnið til þess í sínum meinlætum að vér unnim honum um alla fram
0	IP-SUB	homiliubok	rel	1150	12	2272	Nú hefi eg sagt yður í nekkverjum orðum hvað Guð hefir unnið til þess í sínum meinlætum að vér unnim honum um alla fram
0	IP-SUB-SPE	jartein	rel	1210	13	2391	En sæll biskup mælti við hann Veit eg kvað hann að þú hefir heitið á mig
0	IP-MAT-SPE	jartein	rel	1210	13	2393	og hefir þú því langa ævi leynt
0	IP-SUB	jartein	rel	1210	13	2431	En eg kann eigi meira taka af en svo sem nú hefi eg sagt
0	IP-SUB	jartein	rel	1210	13	2836	En þann vetur eftir er heilagur dómur hins sæla biskups hafði verið upp tekinn úr jörðu áður of sumarið og nú hefir áður verið mjög margt frá sagt þá skaut því í hug henni húsfreyjunni er gullsylgjunnar hafði misst að heita á hinn sæla Þorlák biskup að sylgjan fyndist eða kvæmi aftur
0	IP-SUB-SPE	jartein	rel	1210	13	2951	og mælti svo Þá þætti mér nú mikils um vert of jarteinakraft Þorláks biskups ef hann léti Halldóru verða heila er sex misseri hefir í kör legið
0	IP-SUB	thorlakur	rel	1210	13	3115	Eigi bar af því nöfn þeirra saman að hann væri eftir Þorláki biskupi heitinn heldur af því að sá er allt veit og öllu stýrir vildi þá virðing gera Þorláks biskups hins fyrra að hans nafn væri jafnan elskað og dýrkað af öllum þeim mönnum er síðan hefir auðið orðið að heyra og vita dýrð hins sæla Þorláks biskups
0	IP-MAT	thorlakur	rel	1210	13	3118	Hefir sá orðskviður í þessu sannast að það er spáð er spakir mæla að það nafn verður nú mörgum gulli betra þeim er á hann heita í sínum nauðsynjum
0	IP-SUB	thorlakur	rel	1210	13	3119	Það sannast nú og eigi síður í þessu máli sem í öðrum stað segir heilög ritning að betra er gott nafn en dýrleg smyrsl af því að nú ber oft þá raun á að nú verður oftlega það skjótt grætt af ákalli hans nafns er hvorki hefir áður mátt heilt verða af smyrslum né af lækningum þeim er menn hafa áður með farið og til leitað
0	IP-SUB	thorlakur	rel	1210	13	3125	En það má nú auðsýnt vera að guð hefir það fagurlega við oss efnt er hann hét fyrir munn Davíðs spámanns að blessað mundi verða kyn réttlátra manna
0	IP-SUB	thorlakur	rel	1210	13	3126	og má sjá að það hefir nú fagurlega fyllst og fram komið í lífi hins sæla Þorláks biskups
0	IP-MAT	thorlakur	rel	1210	13	3161	Hafa og þau mörg góð dæmi sótt hinn sæla Þorlák er sjaldgæt hafa orðið mörgum öðrum að hann var þá bæði senn ungur og gamall var ungur að aldri en gamall að ráðum
0	IP-SUB	thorlakur	rel	1210	13	3161	Hafa og þau mörg góð dæmi sótt hinn sæla Þorlák er sjaldgæt hafa orðið mörgum öðrum að hann var þá bæði senn ungur og gamall var ungur að aldri en gamall að ráðum
0	IP-SUB	thorlakur	rel	1210	13	3182	Það er og margra manna siðvenja að þeir búast þá vandlegar að vopnum og klæðum er þeir koma út úr för og þeir koma í meira val um slíka hluti en þeim hafi áður til gefið
0	IP-SUB	thorlakur	rel	1210	13	3183	En Þorlákur hafði sér að fararblóma lærdóm og lítillæti og marga góða siðu þá er hann sá í sinni ferð með mörgum góðum mönnum biskupum og öðrum lærðum mönnum og ráðvöndum þeim er enn eru nær komnir því sem fyrir öndverðu hefir hafist guðs kristni og síðan magnast
0	IP-MAT	thorlakur	rel	1210	13	3190	En guðs kristni hefir lengi eflst og magnast og vaxið vandi lærðra manna fyrir boðorða sakir af því að þá var eigi um það mjög vandað af yfirboðum þótt prestar fengi ekkna en nú er það fyrirboðið
0	IP-SUB-SPE	thorlakur	rel	1210	13	3197	og mælti Hvert hafið þér ætlað hingað yðvart erindi segir hann ef þér megið ráða ?
0	IP-SUB	thorlakur	rel	1210	13	3211	heldur tók hann sig þá því fastara í lítillæti eftir allra hinna bestu manna dæmum að því lítillátari hafa allir verið sem þeir hafa hærra gengið í guðs augliti eftir heilræðum almáttigs guðs er hann mælir svo að hver sá er sig lægir mun upp verða hafiður og nemið þér að mér því að eg er mjúkur og lítillátur í hjarta mínu og munuð þér finna hvíld öndum yðrum
0	IP-SUB	thorlakur	rel	1210	13	3211	heldur tók hann sig þá því fastara í lítillæti eftir allra hinna bestu manna dæmum að því lítillátari hafa allir verið sem þeir hafa hærra gengið í guðs augliti eftir heilræðum almáttigs guðs er hann mælir svo að hver sá er sig lægir mun upp verða hafiður og nemið þér að mér því að eg er mjúkur og lítillátur í hjarta mínu og munuð þér finna hvíld öndum yðrum
0	IP-MAT	thorlakur	rel	1210	13	3251	og hefir mörg stór virðing til þess staðar lagst
0	IP-SUB	thorlakur	rel	1210	13	3268	en bauð þeim að þeir skyldu sem jafnlyndstir vera að góðum hlutum í sinni þjónustu eftir því sem Páll postuli hefir kennt í sínum pistli
0	IP-SUB	thorlakur	rel	1210	13	3295	Og má nú það sjá hversu því er ráðið er menn hafa þeim heilræðum fylgt í þessu máli að fáir lofuðu hann of mjög í lífinu en leita nú að lofa hann og dýrka á allar lundir sem föng eru á er þér vitið dýrð hans og heilagleik
0	IP-SUB	thorlakur	rel	1210	13	3346	og vildi hann bæði hafa lítið fé að því sem aðrir hafa haft og eigi mikið föruneyti
0	IP-SUB-SPE	thorlakur	rel	1210	13	3374	Má eg yður svo nokkuð segja helst hve viturlegir mér hafa virst hans hættir sagði erkibiskup að eg myndi þvílíkt kjósa mitt lífsdægur hið efsta sem eg sá hans hvert
0	IP-SUB	thorlakur	rel	1210	13	3375	Og má nú það sjá hve vitur og glöggsýnn hann hefir verið um ráð hins sæla Þorláks biskups
0	IP-SUB	thorlakur	rel	1210	13	3405	Og bar svo raun á að Þorláki mundi þær tíðir sjaldan úr hug ganga af því að það hefir honum nú fram komið sem guð hét þeim er oft urðu fundnir í skynsamlegri vöku að hann mundi setja þá yfir alla góða hluti sína eftir þetta líf
0	IP-MAT	thorlakur	rel	1210	13	3423	Hefir og mikið stoðað hans bænahald bæði honum og mörgum öðrum
0	IP-SUB	thorlakur	rel	1210	13	3425	Hefir hann það nú og öðlast er guð hefir heitið þeim er þann veg væru lyndir er hann mælir í guðspjallinu Sælir eru mjúklátir því að þeir munu öðlast eilífa jörð
0	IP-MAT	thorlakur	rel	1210	13	3428	og hefir hann nú því fagurlegri umbun tekið fyrir sína þjónastugerð sem hann framdi oftar það embætti og merkilegar en flestir aðrir
0	IP-SUB	thorlakur	rel	1210	13	3433	Það lagði hann og við um það fram sem flestir góðir menn hafa gert áður að hann lét kalla saman fátæka menn fyrir hinar hæstu hátíðir tólf eða-eða-eða níu eða-eða-eða sjö og kom til leynilega að þvo fætur þeirra og þerrði síðan með hári sínu og gaf hverjum þeirra nokkura góða ölmusu áður á brott færi
0	IP-SUB	thorlakur	rel	1210	13	3470	Þótti honum sem guði mundi í því mest mótgjörð ef það eftirlæti er hann hefir mest veitt mönnum þessa heims hluta og gert það fyrir ástar sakir og miskunnar sinnar og girndar mannanna rétt og blessað sem höfuðsynd er ellegar ef það var herfilega hneist og ranglega raskað
0	IP-SUB-SPE	thorlakur	rel	1210	13	3553	og mælti í annað sinn til þeirra er hjá honum voru Eg vil biðja yður að þér fyrirgefið mér ef eg hefi svo gert að yður hafi eigi vel þótt
0	IP-SUB-SPE	thorlakur	rel	1210	13	3555	En Gissur Hallsson talar svo af allra hendi Vér biðjum yður herra að þér fyrirgefið oss það er vér höfum við yður misgert er bæði mun vera margt og stórt
0	IP-SUB	thorlakur	rel	1210	13	3557	Þá mælti Gissur það erindi er auðsýnt má vera að hinn helgi andi hefir með honum mælt
0	IP-SUB-SPE	thorlakur	rel	1210	13	3607	Eftir það mælti hann svo Gott er á það að minnast að voru vitni og að sögn vorra foreldra um þá biskupa er fyrir vort minni hafa verið að sá þykir hverjum bestur er kunnastur er og svo dýrlegir menn
0	IP-SUB-SPE	thorlakur	rel	1210	13	3608	sem þeir hafa verið allir í sínum biskupsdómi þá er það þó frábært hversu Þorlákur hefir búið sig til biskupstignar langt frá því sem allir aðrir
0	IP-SUB-SPE	thorlakur	rel	1210	13	3608	sem þeir hafa verið allir í sínum biskupsdómi þá er það þó frábært hversu Þorlákur hefir búið sig til biskupstignar langt frá því sem allir aðrir
0	IP-MAT	sturlunga	nar	1250	13	3660	og svo hafa sumir menn hermt orð hans síðan að hann þóttist allt land hafa undir lagt ef hann gæti Gissur yfir komið
0	IP-MAT	sturlunga	nar	1250	13	3811	Hefir það mælt verið að tuttugu og þrír menn yrðu sárir af Sturlu
0	IP-SUB-SPE	sturlunga	nar	1250	13	3831	Hann spyr þá Sturlu Hefir þar enn bardagi hjá yður verið frændi ?
0	IP-MAT-SPE	sturlunga	nar	1250	13	3833	Skammt hefir það él verið segir Sighvatur
0	IP-MAT-SPE	sturlunga	nar	1250	13	3838	og svaraði við brosu en ekki hefi eg þar orð á gert
0	IP-SUB-SPE	sturlunga	nar	1250	13	3839	Þá mælti Sighvatur Bú muntu nú ætla að efna frændi er mér er sagt að þú hafir af höndum látið Reykjaholt
0	IP-SUB-SPE	sturlunga	nar	1250	13	3886	og það er hverjum beint hent sem hann hefir til fundið
0	IP-MAT	sturlunga	nar	1250	13	4113	Hefir Gissur þá helst grunað hvort Sturla efaðist þá eigi hvern veg hann skyldi af gera við hann og enn fleiri menn aðra
0	IP-MAT-SPE	sturlunga	nar	1250	13	4618	Eg hefi verið í liði Sunnlendinga svo að þeir hafa eigi vitað
0	IP-SUB-SPE	sturlunga	nar	1250	13	4618	Eg hefi verið í liði Sunnlendinga svo að þeir hafa eigi vitað
0	IP-MAT-SPE	sturlunga	nar	1250	13	4816	en þó höfum vér eigi griðin fengið
0	IP-MAT-SPE	sturlunga	nar	1250	13	5038	Hefir hann lengi þér ótrúr verið og lymsklega þjónað þér bæði hér á landi og utanlands
0	IP-MAT	sturlunga	nar	1250	13	5058	og svo hefir Styrmir hinn fróði ritað Ártíð Snorra fólgsnarjarls
0	IP-INF	sturlunga	nar	1250	13	5638	Auðun kvað biskup hafa sent sig til Viðeyjar
0	IP-MAT-SPE	sturlunga	nar	1250	13	5647	og nú hefir hann að átta degi boðið til sín vinum sínum
0	IP-SUB-SPE	sturlunga	nar	1250	13	5695	Þriðja ráð er það að bíða hér sem nú höfum vér um búist og senda einn hvern góðan mann í móti liði voru þann er bæði kunni að skunda og skipa reiðinni sem helst gegnir ráði
0	IP-MAT-SPE	sturlunga	nar	1250	13	5865	Langt hafa slíkir til sótt sagði Gissur
0	IP-SUB-SPE	thetubrot	nar	1250	13	5918	En þótt þú sagði hann hafir fengið skaða mikinn um bróður þinn þá er það karlmannlegt að berast slíkt vel
0	IP-SUB-SPE	thetubrot	nar	1250	13	5924	Eða hefir þú fólgið nafn hennar í vísu þessi
0	IP-SUB	thetubrot	nar	1250	13	5950	Réð Arinbjörn honum það að staðfestast ekki í Noregi meðan ríki Gunnhildar var svo mikið Því að henni er sagði Arinbjörn allþungt til þín og hefir þetta mikið spillt er þér Eyvindur skreyja fundust fyr í Jótlandi
0	IP-SUB-SPE	thetubrot	nar	1250	13	5988	En þú Egill ætlar að fara hér sem hvarvetna annars staðar þess er þú hefir komið með of kapp þitt og ó jafnað
0	IP-SUB-SPE	thetubrot	nar	1250	13	5989	Nú mun þér það hér ekki týja því að Eiríkur konungur og Gunnhildur drottning hafa mér því heitið að ég skal rétt hafa af hverju máli þar er þeirra ríki stendur yfir
0	IP-SUB-SPE	thetubrot	nar	1250	13	5993	Nú er furða að um Egil er hann ætlar að gera ómæt öll orð Eiríks konungs Það fyrst að þú Egill hefir verið hér í landi síðan er Eiríkur konungur gerði þig útlægan og það þótt þú hafir fengið ambáttar að kalla hana arf genga
0	IP-SUB-SPE	thetubrot	nar	1250	13	5993	Nú er furða að um Egil er hann ætlar að gera ómæt öll orð Eiríks konungs Það fyrst að þú Egill hefir verið hér í landi síðan er Eiríkur konungur gerði þig útlægan og það þótt þú hafir fengið ambáttar að kalla hana arf genga
0	IP-MAT-SPE	thetubrot	nar	1250	13	6027	hefi ég þar til lagt mörg orð fyrir Steinar og beðið hann sættast við Þorstein því mér hefir í hvern stað verið Þorsteinn sparari til meins eða svívirðingar
0	IP-SUB-SPE	thetubrot	nar	1250	13	6027	hefi ég þar til lagt mörg orð fyrir Steinar og beðið hann sættast við Þorstein því mér hefir í hvern stað verið Þorsteinn sparari til meins eða svívirðingar
0	IP-SUB-SPE	thetubrot	nar	1250	13	6028	og veldur því sú en mikla ást og vinátta og forn félags skapur er með okkur Egill hefur verið síðan er við Egill fæddumst hér upp báðir samtímis
