response	label	textid	genre	year	century	treeid	text
0	IP-SUB	homiliubok	rel	1150	12	1034	Svo er sagt á bókum að heilagur Bonifacius páfi er inn fjórði var frá Gregorio lét vígja hús það í Rúmaborg Guði til dýrðar og öllum helgum mönnum hans er áður hafði verið allra djöfla blótstaður Því að það sýndist honum maklegt að þar héldist minning allra heilagra er áður var braut rekin saurgun allra djöfla
0	IP-SUB	homiliubok	rel	1150	12	1045	Þar næst vóru spámenn þeir er fyrir sögðu óorðna hluti svo sem Guð sagði fyrir sjálfur þeim burð Krists og písl og upprisu og sendi þá að segja mönnum lausn þá er hann hafði ráðið að leysa menn frá helvítis kvölum
0	IP-MAT	homiliubok	rel	1150	12	1162	Þessa tilkomu Domini nostri Iesu Christi höfðu fyrir sagt höfuðfeður og spámenn
0	IP-SUB	homiliubok	rel	1150	12	1809	heldur græddi hann eyra þræls eins er Petrus hafði af höggvið
0	IP-SUB	homiliubok	rel	1150	12	1859	Skamma stund leiðréttist sá er lengi hafði misgjört því að Guð virðir eigi mjög hve langa tíð iðrunin er sem hugskot iðrandans
0	IP-SUB	homiliubok	rel	1150	12	1861	Af því örvilnist engi sér líknar þótt hann hafi margt eða stórt afgjört því að þjófur sjá hafði lengi syndugur verið en hann iðraðist og leiðréttist á inni efstu stundu lífs síns
0	IP-SUB	homiliubok	rel	1150	12	1863	né drambi í góðgerningum sínum Því að Júdas villtist og fyrfórst sá er prýddur hafði verið postullegri tign
0	IP-SUB	homiliubok	rel	1150	12	1877	og risu upp líkamir dauðra manna þeir er í moldu höfðu legið Því að margir syndgir opnuðu leynda hluti hjarta síns fyr skriftargöngu þá er postular skýrðu andlega orð og verk heilagra feðra eftir upprisu Domini vors þau er áður vóru sem í jörð væri grafin meðan þau vóru eigi andlega skilin
0	IP-SUB	homiliubok	rel	1150	12	1961	og fundu ellefu postula þá er ræddu of það að Drottinn var upp risinn að sönnu og hann hafði sýnst Petro
0	IP-SUB	homiliubok	rel	1150	12	1980	Sá fögnuður upprisu Domini gengur þó lengst umfram of hugvit hvers manns er fengu vinir Guðs í helvíti þá er þeirra vitjaði almáttugur lausnari sonur Guðs sá er þeir höfðu margar aldir langað til að sjá og allir helgir spámenn höfðu fyrirheitið að alla sína menn myndi leysa úr helvítis nauðum og leiða með sér til eilífs fagnaðar sem hann gerði á upprisutíð sinni
0	IP-SUB	homiliubok	rel	1150	12	1980	Sá fögnuður upprisu Domini gengur þó lengst umfram of hugvit hvers manns er fengu vinir Guðs í helvíti þá er þeirra vitjaði almáttugur lausnari sonur Guðs sá er þeir höfðu margar aldir langað til að sjá og allir helgir spámenn höfðu fyrirheitið að alla sína menn myndi leysa úr helvítis nauðum og leiða með sér til eilífs fagnaðar sem hann gerði á upprisutíð sinni
0	IP-MAT	homiliubok	rel	1150	12	2243	og hafði hreinlífi haldið áttatíu og fjóra vetur eftir andlát búanda síns
0	IP-SUB	jartein	rel	1210	13	2316	En er heim kom ærin þá fundust þeim orð um er með ána höfðu farið hve illa hún hafði gengið
0	IP-SUB	jartein	rel	1210	13	2316	En er heim kom ærin þá fundust þeim orð um er með ána höfðu farið hve illa hún hafði gengið
0	IP-SUB	jartein	rel	1210	13	2321	Kom honum síðan það í hug að hinn sæli Þorlákur biskup hafði slíkar jarteinir gert eða meiri en þá þótt hann gæfi sýn ánni
0	IP-SUB	jartein	rel	1210	13	2338	Sá atburður varð enn á einum bæ að kýr lá í læk þeim er önnur kýr hafði litlu áður í legið og dáið
0	IP-SUB	jartein	rel	1210	13	2350	og hafði þá klæði þau á baki sér er hún hafði þakið verið með
0	IP-MAT	jartein	rel	1210	13	2374	En þessir menn höfðu lengi verið undir umsjá hins sæla Þorláks biskups
0	IP-SUB	jartein	rel	1210	13	2376	og var þeirra ráð ávallt síðan birgilegra er þau komu undir hans áraburð en áður hafði verið
0	IP-SUB	jartein	rel	1210	13	2383	En er hann hafði heitið á hinn sæla Þorlák biskup þá varð engi skái á hans meini
0	IP-SUB	jartein	rel	1210	13	2402	og kom þá og eigi brotfall að honum er hann hafði áður haft
0	IP-SUB	jartein	rel	1210	13	2404	Þess atburðar mun eg nú næst geta er miður mundi vægt verða frásögn ef í öðrum löndum hefði orðið
0	IP-SUB	jartein	rel	1210	13	2416	og kenndi brátt skyrtunnar er vindur hafði hlaupið á milli og sveinsins
0	IP-SUB	jartein	rel	1210	13	2425	En er þeir höfðu það mjög lengi gert þá tók sveinninn að hræra fingurna nakkvað
0	IP-SUB	jartein	rel	1210	13	2432	Einn útlendur maður er út hafði komið þetta sumar hafði mikið mein
0	IP-SUB	jartein	rel	1210	13	2436	Þótti honum svo illt mein sitt og óskaplegt að hann hafði nær alls í leitað þess er honum kom í hug
0	IP-SUB	jartein	rel	1210	13	2441	En eftir það kom þesskyns mein eigi að honum er hann hafði áður lengi haft
0	IP-SUB	jartein	rel	1210	13	2444	og lét segja Páli biskupi heilsu sína því að hann hafði einkanlega um ráðist við hann þá er hann hafði vanheilsuna of áheit sín og meðferð
0	IP-SUB	jartein	rel	1210	13	2448	og spretti frá sér félitlu nisti er önnur kona hafði léð henni
0	IP-SUB	jartein	rel	1210	13	2450	En er þau skyldu heim fara síðla of aftaninn þá fann konan eigi nisti$ ið er hún hafði frá sér sprett of morguninn
0	IP-MAT	jartein	rel	1210	13	2451	En öngvir menn höfðu farið í eyna né þaðan síðan er þau fóru
0	IP-SUB	jartein	rel	1210	13	2468	og hugði að vandlega með því landi er honum var firr er skipið hafði nær verið þá er hann hafði séð af því að hvassviðri hafði á verið mikið of nóttina
0	IP-SUB	jartein	rel	1210	13	2468	og hugði að vandlega með því landi er honum var firr er skipið hafði nær verið þá er hann hafði séð af því að hvassviðri hafði á verið mikið of nóttina
0	IP-SUB	jartein	rel	1210	13	2468	og hugði að vandlega með því landi er honum var firr er skipið hafði nær verið þá er hann hafði séð af því að hvassviðri hafði á verið mikið of nóttina
0	IP-SUB	jartein	rel	1210	13	2470	En er hann hafði langt farið að leita og fann eigi þá hvarf hann aftur
0	IP-SUB	jartein	rel	1210	13	2472	En er hann var kominn nær heim að túni þá flaut þar skipið heilt við bakka og ósakað og þar í bæði árar og austker og allt það er þar hafði laust í verið
0	IP-MAT	jartein	rel	1210	13	2473	og hafði það jafnt farið í gegn hvössu veðri
0	IP-MAT	jartein	rel	1210	13	2479	og hafði það farið bæði í gegn miklu veðri og vindi og straumi
0	IP-SUB	jartein	rel	1210	13	2489	En þegar er hann hafði heitið þá var sem hendi tæki fyrir
0	IP-SUB	jartein	rel	1210	13	2503	En er hún hafði heitið þá kom þegar gerð í kerin góð og gnóg
0	IP-SUB	jartein	rel	1210	13	2508	En þá er hann hafði heitið þá þornaði veðrið
0	IP-MAT	jartein	rel	1210	13	2509	og hafði áður allóvænt til þótt að svo brátt mundi mega batna sem nú reyndist því að það var allt á einni stundu er sægur hinn mesti var og það er þurrt var og heið og sólskin
0	IP-MAT	jartein	rel	1210	13	2510	Hafði hann til þess heitið einkum að Páli biskupi skyldi svo gefa veður þaðan að hann væri eigi í vosi
0	IP-SUB	jartein	rel	1210	13	2536	og kunni hana mjög raunar of áleitni þá er hún hafði haft of þá jartein er í þeirra híbýlum hafði orðið
0	IP-SUB	jartein	rel	1210	13	2536	og kunni hana mjög raunar of áleitni þá er hún hafði haft of þá jartein er í þeirra híbýlum hafði orðið
0	IP-SUB	jartein	rel	1210	13	2549	En þegar er stafurinn var settur í kerið þá tók allan óþokka af mungátinu þann er áður hafði á verið
0	IP-SUB	jartein	rel	1210	13	2563	og sáu að þar var moldin í sem presturinn sagði og hafði svarfast af altera er áður hafði legið skautinn
0	IP-SUB	jartein	rel	1210	13	2563	og sáu að þar var moldin í sem presturinn sagði og hafði svarfast af altera er áður hafði legið skautinn
0	IP-SUB	jartein	rel	1210	13	2584	og var eigi vænt til fundarins af því að þau höfðu eftir fjöru riðið
0	IP-MAT	jartein	rel	1210	13	2588	En sá atburður hafði orðið á þessi stundu að barn eitt hafði farið í fjöru að leika sér
0	IP-SUB	jartein	rel	1210	13	2588	En sá atburður hafði orðið á þessi stundu að barn eitt hafði farið í fjöru að leika sér
0	IP-MAT	jartein	rel	1210	13	2608	Einn fátækur maður sá er bjó nær sjó hafði heitið á hinn sæla Þorlák biskup að hann skyldi nakkvert hjálpráð honum leggja
0	IP-SUB	jartein	rel	1210	13	2624	En er þær höfðu upp tekið ketilinn og hafið á axlir sér stöngina er ketillinn hékk á þá slapp önnur þeirra í hverinn báðum fótum
0	IP-SUB	jartein	rel	1210	13	2646	Þá var það sagt frá of aftan að menn höfðu heitið á hinn sæla Þorlák biskup til ársbótar og að veðrátta batnaði
0	IP-SUB	jartein	rel	1210	13	2657	og varð honum svo illt við að hann þóttist nálega ekki mega stíga á fótinn þann er niður hafði komið
0	IP-MAT	jartein	rel	1210	13	2663	Á hinum sama bæ hafði enn orðið sá atburður að verk miklum laust í hönd manni
0	IP-SUB	jartein	rel	1210	13	2664	og fylgdi síðan þroti svo mikill að menn höfðu eigi séð jafnmjög blása á jafnlangri stundu hönd né eins manns eða fót
0	IP-SUB	jartein	rel	1210	13	2668	og var hann heill upp frá þeirri stundu sem hann hafði áður verið eða betur
0	IP-MAT	jartein	rel	1210	13	2671	hann hafði fallið af baki þrim vetrum áður
0	IP-MAT	jartein	rel	1210	13	2672	og hafði meiðst þjóleggurinn
0	IP-SUB	jartein	rel	1210	13	2673	og lá hann í hvílu mikinn hlut hinna fyrstu missera eftir er að hafði orðið
0	IP-SUB	jartein	rel	1210	13	2678	Þá var fætinum orðið erfitt af langri göngu er hann hafði gengið áður of daginn
0	IP-SUB	jartein	rel	1210	13	2710	og mundi þá síðan að hann hafði heitið á hinn sæla Þorlák biskup of sumarið áður fyrir augum bróður síns
0	IP-MAT	jartein	rel	1210	13	2711	en hafði eigi í hug komið að enda
0	IP-SUB	jartein	rel	1210	13	2739	En á sá of allt sumarið eftir það er atgangurinn hafði verið
0	IP-SUB	jartein	rel	1210	13	2771	En þeim er sleggjuna hafði niður fellt þótti ill slysför sín en fjárskaði búanda
0	IP-SUB	jartein	rel	1210	13	2773	En fám nóttum síðar kom hann til þar er sleggjan hafði týnst
0	IP-SUB	jartein	rel	1210	13	2774	og þá er hann vildi að hyggja að eigi félli marksteinninn þá stóð þar sleggjan við steininn sem maður hefði nýsett niður
0	IP-SUB	jartein	rel	1210	13	2787	En að einni nótt liðinni þá fannst öxin í rekkju þess manns er áður hafði varðveitt of veturinn
0	IP-MAT	jartein	rel	1210	13	2789	En þar hafði áður oftlega leitað verið svo að víst var að þá var eigi þar
0	IP-SUB	jartein	rel	1210	13	2808	og þótti það af þveru frá glíkindum vera öllum þeim mönnum er deili vissu á er eigi var hvert bein brotið í honum sem öðrum nautum þeim er undir slíkum þunga höfðu verið
0	IP-SUB	jartein	rel	1210	13	2836	En þann vetur eftir er heilagur dómur hins sæla biskups hafði verið upp tekinn úr jörðu áður of sumarið og nú hefir áður verið mjög margt frá sagt þá skaut því í hug henni húsfreyjunni er gullsylgjunnar hafði misst að heita á hinn sæla Þorlák biskup að sylgjan fyndist eða kvæmi aftur
0	IP-SUB	jartein	rel	1210	13	2836	En þann vetur eftir er heilagur dómur hins sæla biskups hafði verið upp tekinn úr jörðu áður of sumarið og nú hefir áður verið mjög margt frá sagt þá skaut því í hug henni húsfreyjunni er gullsylgjunnar hafði misst að heita á hinn sæla Þorlák biskup að sylgjan fyndist eða kvæmi aftur
0	IP-SUB	jartein	rel	1210	13	2838	En litlu síðan en hún hafði heitið varð sá atburður á bæ þeim er nálægur var þeim bænum er sylgjan hafði týnst fyrir öndverðu að maður var að sýslu og reiddi tað á akurland
0	IP-SUB	jartein	rel	1210	13	2838	En litlu síðan en hún hafði heitið varð sá atburður á bæ þeim er nálægur var þeim bænum er sylgjan hafði týnst fyrir öndverðu að maður var að sýslu og reiddi tað á akurland
0	IP-SUB	jartein	rel	1210	13	2841	og sté einn þeirra á það ofan er verkmaður hafði séð
0	IP-MAT	jartein	rel	1210	13	2850	og hafði presturinn fært fram sveininn þangað til
0	IP-SUB	jartein	rel	1210	13	2861	En er nótt var orðin þá kom henni í hug húsfreyjunni hversu ferlega hún hafði sveininn á braut rekinn
0	IP-SUB	jartein	rel	1210	13	2872	Hann sagði svo frá ferð sinni sveinninn að hann fór grátandi úr garði þar er þeir höfðu við hann skilist
0	IP-MAT	jartein	rel	1210	13	2880	og hafði ekki vatnið fundið á leiðinni
0	IP-MAT	jartein	rel	1210	13	2885	og hafði hann honum margt gefið og löngum veitt
0	IP-SUB	jartein	rel	1210	13	2900	Ekki kól hann þaðan frá er hann hafði heitið
0	IP-SUB	jartein	rel	1210	13	2912	og vissu ekki til að hann hefði heitið presturinn
0	IP-SUB	jartein	rel	1210	13	2930	En nálega þegar er hún hafði heitið þá tók úr allan sviða
0	IP-SUB	jartein	rel	1210	13	2933	og var þá síðan til leitað þar er hún hafði ákaflegast brunnin verið
0	IP-SUB	jartein	rel	1210	13	2948	En er hún hafði í kör legið nálega sex misseri þá gerðist mönnum sem tíðast of áheit við hinn sæla Þorlák biskup
0	IP-SUB	jartein	rel	1210	13	2968	En þegar er hún sá kirkjuna í Skálaholti þá þótti henni sér þegar hugléttara verða en áður hefði orðið né einu sinni í hennar meinsemi
0	IP-SUB	jartein	rel	1210	13	2998	En er hún hafði þetta mein haft nálega þrjátigu vetra og var henni sitt mein því óhægra er lengur hafði við leikið
0	IP-SUB	jartein	rel	1210	13	2998	En er hún hafði þetta mein haft nálega þrjátigu vetra og var henni sitt mein því óhægra er lengur hafði við leikið
0	IP-MAT	jartein	rel	1210	13	3000	og hafði hún aldregi orðið einvænni en þá var hún
0	IP-MAT	jartein	rel	1210	13	3006	og hafði þegar meiri heilsu þegið af árnaðarorði hins sæla Þorláks biskups en langa ævi áður
0	IP-SUB	jartein	rel	1210	13	3035	Hún vaknaði við það er hún hafði mælt
0	IP-MAT	jartein	rel	1210	13	3066	og hafði hann þá drukkið mjög
0	IP-SUB	jartein	rel	1210	13	3093	Þá fundust lík tveggja mæðgna og í fötum þeirra silfursylgja sú er þær höfðu sagt áður að þær skyldu færa Þorláki biskupi
0	IP-SUB	jartein	rel	1210	13	3101	Tók þá að gráta fátækisliðið er það mátti eigi sækja til þess skjóls er það hafði lengi til sparast
0	IP-SUB	thorlakur	rel	1210	13	3134	En þótt hann hefði eigi mikið nám á barnsaldri þá gekk fyrir það í hans háttum sem hann hefði nálega allt það numið sem þá mátti honum betur sama en áður
0	IP-SUB	thorlakur	rel	1210	13	3156	En er hann var prestur og hann tók sjálfur stjórn og forráð tíðagerðar þá var það brátt auðsýnt hve geyminn og gætinn hann mundi að vera um tíðir sínar og allt það annað er honum var á hendi fólgið með þeirri vígslu er hann hafði þá fengið
0	IP-SUB	thorlakur	rel	1210	13	3165	En er því hafði nokkura stund fram farið og honum var þá og gott til fjár orðið þá fýstist hann utanferðar
0	IP-SUB	thorlakur	rel	1210	13	3174	En er hann hafði sex ár af Íslandi verið þá vitjaði hann aftur til frænda sinna og fósturjarðar
0	IP-SUB	thorlakur	rel	1210	13	3175	og urðu honum fegnir frændur og fóstbræður og allir hans ástvinir og móðir hans þeim mun fegnust og systur sem þeim var mest að langt en mest niðurfall í ef nokkuð hefði tálmað hans tilkomu
0	IP-SUB	thorlakur	rel	1210	13	3180	Hann var þá með sama lítillæti eða meira er hann kom aftur úr sinni brottferð sem hann hafði áður verið
0	IP-MAT	thorlakur	rel	1210	13	3181	en eigi hafði hann sótt skart eða þessa heims skraut sem margur sá annar er minni fremd og gæfu sækir í sinni brottferð en hann hafði sótt
0	IP-SUB	thorlakur	rel	1210	13	3181	en eigi hafði hann sótt skart eða þessa heims skraut sem margur sá annar er minni fremd og gæfu sækir í sinni brottferð en hann hafði sótt
0	IP-SUB	thorlakur	rel	1210	13	3203	En er hann hafði þetta mælt þá hvarf hann frá honum að sýn
0	IP-SUB	thorlakur	rel	1210	13	3208	En þeim þótti nokkuð kynlegt hví hann var svo hverflyndur í þessu máli áður þeir vissu hvað til hafði komið
0	IP-SUB	thorlakur	rel	1210	13	3210	Eftir þenna atburð allan jafn saman þá kveiktist eigi hugur hans til metnaðar þó honum væri vitrað af guði að hann ætlaði honum enn æðri forlög en hans frændur hefðu til hugað og hann sjálfur samþykktist við
0	IP-SUB	thorlakur	rel	1210	13	3212	Og þá er þann veg hafði eigi lengi fram farið þá lýstist brátt yfir hvað honum bjó í skapi
0	IP-SUB	thorlakur	rel	1210	13	3221	Skiptu þeir og svo við sína undirmenn að þeir tóku af þeim þungar byrðar er á þá höfðu lagst af mótgerðum og meinmælum við guð og góða menn en eftirlæti við fjandann en lögðu á þá í staðinn guðs byrðar léttar og linar í hógbærum skriftum og auðveldum yfirbótum
0	IP-SUB	thorlakur	rel	1210	13	3238	en hann lét það ekki alltorsótt við sig vera af því að hann hafði það áður í hug sér haft að hafna heimi og ráðast undir regulu eftir orðum almáttigs guðs er hann kallar öngan að fullu mega vera sinn lærisvein nema hann láti alla sína eign fyrir guðs sakir og þjóni honum þá síðan með hreinum hug
0	IP-SUB	thorlakur	rel	1210	13	3257	og samdi hann þegar svo fagurlega þeirra líf að á því lék þá orð vitra manna að þeir hefðu hvergi jafngóða siðu séna þar er eigi hafði lengur regululíf saman verið en þar
0	IP-MAT	thorlakur	rel	1210	13	3265	en hann hafði fengið fé systrum sínum báðum áður hann réðist undir reguluhaldið
0	IP-SUB	thorlakur	rel	1210	13	3280	og bar það hver frá er þaðan fór að hvergi hefði þess komið að það líf þætti jafn fagurlega lifað sem þar er Þorlákur hafði fyrir séð
0	IP-SUB	thorlakur	rel	1210	13	3280	og bar það hver frá er þaðan fór að hvergi hefði þess komið að það líf þætti jafn fagurlega lifað sem þar er Þorlákur hafði fyrir séð
0	IP-SUB	thorlakur	rel	1210	13	3288	Ef vatni því var dreift yfir fénað er Þorlákur hafði vígt þá grandaði því nálega hvorki sóttir né veður eða dýr
0	IP-SUB	thorlakur	rel	1210	13	3296	Sem ráð og líf hins heilaga Þorláks skein með slíkum blóma síns hreinlífis og gæsku og fagurlegrar forsjá annarra ráðs sem nú var frá sagt þá lét almáttigur guð til þess rýma sem hann hafði áður fyrir hugað að hans vegur skyldi magnast og vaxa úr því sem þá var
0	IP-MAT	thorlakur	rel	1210	13	3300	En hann hafði þá leyfi þegið af Eysteini erkibiskupi til þess að maður væri til biskups kosinn eftir hann
0	IP-SUB	thorlakur	rel	1210	13	3310	En þess kenndi að um Þorlák að hann hafði sig eigi mjög upp hafið í metnaði þeim er sjálfvirðing heitir
0	IP-SUB	thorlakur	rel	1210	13	3314	og var það af því vorkunnlegt að hann hafði mörgum mönnum verið eigi allnálægur að héraðsvistum og heimili
0	IP-SUB	thorlakur	rel	1210	13	3342	En er Klængur biskup andaðist og að því kom er honum þótti nauðsyn til að eigi væri lengur biskupslaust í Skálholti en þá hafði verið þá lét hann eigi lengur letjast utanferðar
0	IP-SUB	thorlakur	rel	1210	13	3366	Og hafði Sverrir konungur það oft uppi er bæði var merkur í máli og spakur að mannviti að þeim feðgum hefði þá allir hlutir léttast gengið er þeirra var vingan á milli og Þorlákur var þar í landi bæði í sóknum og nálega velflest annað
0	IP-SUB	thorlakur	rel	1210	13	3370	Þorlákur biskup var skamma stund hjá erkibiskupi síðan hann hafði vígslu þegið af því að hann vissi gerst hve skjótt þurfti tilkomu hans til Íslands og þeirra sauða er hann var yfir skipaður
0	IP-SUB	thorlakur	rel	1210	13	3371	En er Þorlákur biskup var skildur að samvistu við erkibiskup þá spurðu þeir biskuparnir hversu honum hefði þokkast Þorlákur biskup
0	IP-SUB	thorlakur	rel	1210	13	3435	Mælti og svo sonur guðs þá er hann hafði þvegið fætur postula sinna Gjörið þér eftir dæmum mínum þeim sem nú geri eg við yður
0	IP-SUB	thorlakur	rel	1210	13	3440	Hann hélt og mikinn vörð á þeirra manna ráði er eigi gættu sinna glæpa að leiða þá frá röngum girndum og kalla þá aftur til leiðréttu síns máls þó áður hefði eigi vel til gæst Því að það mælti Drottinn Eigi vil eg dauða syndugs manns sagði hann
0	IP-SUB	thorlakur	rel	1210	13	3472	heldur lagði hann það til þess að þau hjú er vel voru saman og félaus voru mættu þá heldur saman vera en áður og yrði þeim það nokkuð til skjóls og yfirbóta sinna óráða er féin höfðu látið
0	IP-SUB	thorlakur	rel	1210	13	3482	En hann nennti þó varla að níta bæði sakir fátækis þeirra sjálfra og fyrir sakir þeirra manna er þeim höfðu kennt eða sínar jarteinir höfðu til sent
0	IP-SUB	thorlakur	rel	1210	13	3482	En hann nennti þó varla að níta bæði sakir fátækis þeirra sjálfra og fyrir sakir þeirra manna er þeim höfðu kennt eða sínar jarteinir höfðu til sent
0	IP-SUB	thorlakur	rel	1210	13	3498	Hann söng fyrst Credo og Pater noster eftir það er hann hafði signt sig og hymna Jesu nostra redemptio
0	IP-SUB	thorlakur	rel	1210	13	3499	og lét það þegar þar á finna að hann hugsaði jafnan til þeirrar lausnar er guð hafði leyst mannkynið og sanna ást við guð og menn
0	IP-SUB	thorlakur	rel	1210	13	3524	Þá er hinn sæli Þorlákur hafði fimmtán vetur að stóli setið í Skálholti með tign og björtum blóma alls konar góðgerninga elskaður af guði og góðum mönnum miskunnsamur og-og-og ráðvandur lítillátur réttlátur og-og-og þolinmóður mæddur í mótgerðum manna og þar með í margfaldri vanheilsu þá leitaði hann þess við vini sína að gefa upp biskupsdóminn og ráðast aftur undir hina sömu kanokareglu
0	IP-SUB	thorlakur	rel	1210	13	3525	En allsvaldandi guð lét þetta því eigi framgengt verða að hann sá hreinlífi hans og góðlífi vel nægjast honum til heilagleiks þó að hvergi minnkaðist hans tign fyrir manna augum sú er hann hafði honum gefið
0	IP-MAT	thorlakur	rel	1210	13	3537	og hafði allmikið græðst meðan hann hafði fyrir ráðið
0	IP-SUB	thorlakur	rel	1210	13	3537	og hafði allmikið græðst meðan hann hafði fyrir ráðið
0	IP-SUB	thorlakur	rel	1210	13	3541	og var það forspá hans tignar því að hann varð biskup eftir hann og allir þóttust nokkuð gott af hljóta því er hann hafði átt
0	IP-SUB	thorlakur	rel	1210	13	3564	Hefi eg jafnan til lítils fær verið ef eigi hefðu aðrir mér hjálpað
0	IP-SUB	thorlakur	rel	1210	13	3581	En Gissur Hallsson hinn vitrasti maður virði svo að því sýndist biskupi Þorkell við andlát sitt að hann hafði berlegast spanið hann frá veraldarlífi til hreinlífis
0	IP-MAT	thorlakur	rel	1210	13	3588	Mörg sár höfðu fallið á líkama hans stór og smá
0	IP-MAT	thorlakur	rel	1210	13	3595	og hafði fimmtán vetur biskup verið
0	IP-MAT	thorlakur	rel	1210	13	3602	og hafði biskup tekið hann af fátæki og veitt til dauðadags
0	IP-SUB	thorlakur	rel	1210	13	3605	Hann tjáði það fyrst hver nytjamaður Þorlákur biskup hafði verið bæði staðnum og öllu landsfólki
0	IP-SUB	thorlakur	rel	1210	13	3606	Þá veik hann nokkurum orðum til virðingar þeim biskupum er að stóli höfðu setið í Skálholti áður Þorlákur kæmi
0	IP-SUB	thorlakur	rel	1210	13	3616	Staðarmennirnir og landsfólkið víða hörmuðu mjög andlát hins sæla Þorláks biskups því að þeir ætluðu hann meir skildan við mennina en nú er reynt því aldrei hafði fyrr upp komið helgi né jarteinir nokkurs manns á Íslandi en Þorláks biskups
0	IP-SUB	thorlakur	rel	1210	13	3635	Ormur prestur fór þess erindis til alþingis um sumarið eftir vegna Brands biskups að segja hverjar jarteinir höfðu orðið af helgi Þorláks biskups í þeim héruðum
0	IP-MAT	sturlunga	nar	1250	13	3658	Hafði Gissur gerst skutilsveinn Hákonar konungs frænda síns þá er hann skorti vetur á tvítugan
0	IP-MAT	sturlunga	nar	1250	13	3669	Ólafur Þórðarson hafði ort drápu um Þorlák biskup um veturinn næsta fyrir andlát Magnúss biskups
0	IP-MAT	sturlunga	nar	1250	13	3679	En þenna mann hafði sent Sturla Sighvatsson
0	IP-MAT	sturlunga	nar	1250	13	3739	og hafði hann þar fylkt á melunum við himni að sjá
0	IP-MAT	sturlunga	nar	1250	13	3914	og hafði skírt sig og fært sig í föðurætt
0	IP-SUB	sturlunga	nar	1250	13	3917	En nú er hún var skír orðin sagði Sturla að hún væri orðin arfi að hálfum Oddastað er þeir höfðu tekið eftir Eyjólf prest Sæmundarson Loftur prestur og Loðmundur faðir Jóns föður Eyjólfs föður Álfheiðar
0	IP-SUB	sturlunga	nar	1250	13	3962	og spyr að hví hann hefði farið
0	IP-MAT	sturlunga	nar	1250	13	4036	Hann hafði valið menn með sér
0	IP-MAT	sturlunga	nar	1250	13	4048	En þess hafði nær hver spurt sinn félaga
0	IP-SUB	sturlunga	nar	1250	13	4112	Og er svo hafði verið um stund mælti hann Ríðum enn
0	IP-MAT	sturlunga	nar	1250	13	4172	Við það sverð hafði Sæmundur Jónsson jafnan riðið
0	IP-SUB	sturlunga	nar	1250	13	4215	Sturla ætlaði að verja Kleifarnar ef þeir hefðu riðið inn þangað
0	IP-MAT	sturlunga	nar	1250	13	4223	Þeir höfðu riðið á njósn suður fjórir saman Guðmundar tveir Jón og Ólafur
0	IP-MAT	sturlunga	nar	1250	13	4225	og höfðu drepið naut
0	IP-SUB	sturlunga	nar	1250	13	4249	Þá er Sturla vissi að flokkarnir höfðu hnekkst þá dreifði hann liði sínu
0	IP-MAT	sturlunga	nar	1250	13	4255	Grið höfðu farið í milli áður flokkarnir skildust fram um mitt sumar
0	IP-SUB	sturlunga	nar	1250	13	4289	COM:Chapter_283 Þá er Sturla hafði senda þá Svarthöfða til Geirshólms reið hann sjálfur vestur á Reykjahóla til bús síns
