label	nodestring	subgenre	century	lexicaldiversity	postnt	genre	textid	year	treeid	text
-	áður	ser	12	0.17	0	rel	homiliubok	1150	643	og tóku þá að mæla á allar tungur þar er þeir þorðu eigi áður þegjandi að ganga
-		ser	12	0.17	0	rel	homiliubok	1150	672	Þá öðlumst vér þann ef vér rösum að engu svo skjótt að eigi leitimst vér fyrir hve hæfa mun þá er oss kemur í hug og ráðum hverjum heilt ef vér kunnum heldur sjá en annar
-		ser	12	0.17	0	rel	homiliubok	1150	682	Þá njótum vér þess geisla er vér virðum sem er að ógurlegt er að gera í gegn Guði því að hann má sínum óvinum steypa í helvíti
-		ser	12	0.17	0	rel	homiliubok	1150	710	og færðu fórnir Jesú Kristi þá er hann var borinn
-		ser	12	0.17	0	rel	homiliubok	1150	711	En þá er hann vildi taka písl á sig fyrir syndir órar þá reið hann ösnu til Jórsalaborgar á drottinsdag
-		ser	12	0.17	0	rel	homiliubok	1150	728	Á endurhreinsaða jörð stígum vér af örk þeirri er Guð stýrði í miklu hafi og flóði þá er líkamir órir og andir hreinsast frá syndum í skírnarbrunni fyr almennilega trúu
-		ser	12	0.17	0	rel	homiliubok	1150	729	Úr Egiptalands ánauð leysumst vér að sökktum óvinum órum í ið Rauða haf þá er vér ráðumst frá syndum í iðranartárum svo að þeir sökkvi í helvítis djúp en vér hjálpimst fyr iðrun óra
-		ser	12	0.17	0	rel	homiliubok	1150	734	Sicut Krists vinir göfguðu hann með pálmum þá er hann reið ösnu til Jórsalaborgar svo skulum vér og dýrka með ástarverkum lítillæti píslar hans
-		ser	12	0.17	0	rel	homiliubok	1150	739	En til þess er oss boðin helgin og hvíldin af erfiðisverkum á drottinsdeginum að hugur vor tæmist til himneskrar hvíldar þá er líkaminn hvílist af erfiði
-		ser	12	0.17	0	rel	homiliubok	1150	743	Þá tæmumst vér til þess að vita Guðs krafta er vér sækjum tíðir og helgar kenningar og erum staðfastir á bænum þá er vér hvílumst af erfiði
-		ser	12	0.17	0	rel	homiliubok	1150	744	En ósæmt er að vér tæmimst af nýtu erfiði til jarðlegs gáleysis þá er vér skulum halda minning himneskrar hvíldar
-		ser	12	0.17	0	rel	homiliubok	1150	792	Þá er allir Guðs menn eru komnir til ríkis ins himneska föður eru þeir ódauðlegir alhelgir og alsælir sínum himneskum föður líkir
-		ser	12	0.17	0	rel	homiliubok	1150	793	Þá er það ríki er til komið má engi synd ríkja er engi má gjör verða og einskis ofríki Guðs börn þjá er eigu allt ríki með föður sínum Því ríki megu eigi jarðneskir menn ná meðan þeir eru með dauðlegum líkama
-		ser	12	0.17	0	rel	homiliubok	1150	812	Brauð er vaxinna manna matur en eigi barna og þó að hvoru barna atvinna því að þá er móðirin etur gnógt brauð er það bæði hennar fæðsla og ið sama hverfur það niður í brjóst hennar enda er þá mjólk og fæðsla barnsins
-		ser	12	0.17	0	rel	homiliubok	1150	830	Fyrgef svo þú oss syndir órar nú er vér biðjum þig sem vér fyrgefum þeim er við oss hafa misgert þá er þeir biðja oss
-		ser	12	0.17	0	rel	homiliubok	1150	830	Fyrgef svo þú oss syndir órar nú er vér biðjum þig sem vér fyrgefum þeim er við oss hafa misgert þá er þeir biðja oss
-		ser	12	0.17	0	rel	homiliubok	1150	856	Það er svo rétt skilið Þó að svo illa hafim vér fyr oss leitað er vér vorum Guðs börn að nú séim vér djöfuls mansmenn og synda þjónar og þýjar að Guð frelsi oss frá þeirri ánauð svo að vér þjónim hans réttlæti og standimst freistni og megim fyrgefa þeim er oss misbjóða til þess að Guð fyrgefi oss órar syndir svo að vér séim maklegir að taka þeirrar styrktar brauð er vér lifim að Guðs þokka svo að vér verðim himinríkis menn og heilög Guðs börn honum að öllu þokkuð eftir dómadag þá er vér erum að fullu frelst frá öllu illu frá helvíti og djöfli og öllum hans árum frá öllum svikum og frá sótt og dauða og öllum synda vítum og öllum þessa heims meinum í fullri sælu og eilífum fagnaði ei og ei
-		ser	12	0.17	0	rel	homiliubok	1150	878	Þá helgast nafn Guðs í oss er vér erum skírðir
-		ser	12	0.17	0	rel	homiliubok	1150	879	Hví skulum vér þess biðja þá síðan er vér tókum skírn nema til þess að sú helgi haldist í oss er vér náðum í skírn
-		ser	12	0.17	0	rel	homiliubok	1150	902	En þá er líður líf þetta þá þurfum vér eigi að biðja brauðs þessa er líkamur þarf hér
-		ser	12	0.17	0	rel	homiliubok	1150	989	Þessa lausn alls mannskyns merkir krossinn í vexti sínum því að fjórir endar hans horfa í fjórar áttir heims þá er niður er lagður krossinn
-		ser	12	0.17	0	rel	homiliubok	1150	996	En þá er krossinn er upp reistur þá stendur hann sumur fastur í jörðu en sumur er hann í lofti því að Kristur samtengdi himneska hluti og jarðlega þar er hann sætti jarðlega menn við sig og engla sína
-		ser	12	0.17	0	rel	homiliubok	1150	996	En þá er krossinn er upp reistur þá stendur hann sumur fastur í jörðu en sumur er hann í lofti því að Kristur samtengdi himneska hluti og jarðlega þar er hann sætti jarðlega menn við sig og engla sína
-		ser	12	0.17	0	rel	homiliubok	1150	1020	Þá er vér gerum krossmark yfir oss sjálfum eða yfir því er vér viljum helgast láta af krossinum þá skulum vér minnast hvaðan hann helgaðist eða hvað hann merkir eða hvað hann má
-	áður	ser	12	0.17	0	rel	homiliubok	1150	1034	Svo er sagt á bókum að heilagur Bonifacius páfi er inn fjórði var frá Gregorio lét vígja hús það í Rúmaborg Guði til dýrðar og öllum helgum mönnum hans er áður hafði verið allra djöfla blótstaður Því að það sýndist honum maklegt að þar héldist minning allra heilagra er áður var braut rekin saurgun allra djöfla
-		ser	12	0.17	0	rel	homiliubok	1150	1152	En þá er hann var tældur af djöfullegri vél þá vildi hann eigi hlýða Guðs boðorðum
-	nú	ser	12	0.17	0	rel	homiliubok	1150	1155	og varð útlagur gjör í nauð þessa lífs er nú lifum vér fyr réttan dóm guðlegrar hefndar
-		ser	12	0.17	0	rel	homiliubok	1150	1161	Og þá er hann var borinn þá vóru gengnir frá upphafi veraldar fimm þúsundir og átta ár ins þriðja tugar ins þriðja hundraðs
-		ser	12	0.17	0	rel	homiliubok	1150	1170	og í hans ríki lét hann verða inn mesta frið því að það hæfði að friðarkonungurinn kæmi í sannan frið þá er hann kæmi til jarðar
-		ser	12	0.17	0	rel	homiliubok	1150	1172	Augustus kom í upphafi ríkis síns með Tiberio syni sínum í Rómaborg í einni kerru síðan er hann fékk ríki fyr utan haf
-		ser	12	0.17	0	rel	homiliubok	1150	1192	En þá er þetta var að gjört þá var allur heimurinn saman samnaður svo vandvirklega að engi mátti komast undan skattgildinu
-		ser	12	0.17	0	rel	homiliubok	1150	1207	Þá er vor Drottinn var borinn þá var hann í reifum vafður og í etu lagður þar er fyrr var kykvenda fæðsla
-	fyrr	ser	12	0.17	0	rel	homiliubok	1150	1207	Þá er vor Drottinn var borinn þá var hann í reifum vafður og í etu lagður þar er fyrr var kykvenda fæðsla
-		ser	12	0.17	0	rel	homiliubok	1150	1215	Þar munum vér sjá helga friðarsýn þá er vor bíður með sínum trúlegum borgmönnum fulla af allri dýrð og fegurð að hún megi oss skýla fyrr en komi dagur ógurlegur dóms þá er koma mun Dominus að dæma góða og illa og veröldina fyr elds ógn
-		ser	12	0.17	0	rel	homiliubok	1150	1240	og fremjum prúðlífis hluti að stríður dómandi sá er á þessum degi gerðist maður fyr heilsu mannanna þá er hann kemur á dómsdegi kalli oss miskunnsamlega og laði blíðlega til sín og svo mæli hann Komið ér til mín blessuð af föður mínum og takið ríki með mér nú alls ér hafið þungt erfiði drýgt fyr mínar sakar og grétuð fyr ásthuga mínum
-		ser	12	0.17	0	rel	homiliubok	1150	1334	Ætlum vér hve fegnir vér munum verða þá er varðhaldsenglar órir færa heit ór slík vel efnd í auglit Guðs
-		ser	12	0.17	0	rel	homiliubok	1150	1335	Ef vér vættum mjög mikils tænaðar af jarðlegum manni þá er vér gefum honum gjafar miklu máttkara fullting munum vér af Guði hafa fyr siðbót óra
-		ser	12	0.17	0	rel	homiliubok	1150	1339	Þá er vér sjáum vesalinga minnumst vér miskunnar Guðs
-		ser	12	0.17	0	rel	homiliubok	1150	1340	Þá er herfenginn lítum vér munum vér þá hve Guð leysti oss
-		ser	12	0.17	0	rel	homiliubok	1150	1402	Síðan er fylltir eru átta dagar kvað hann að umsniðist sveinninn
-		ser	12	0.17	0	rel	homiliubok	1150	1436	Engillinn þýddi Jesú nafn þá er hann mælti svo Sjálfur hann heilan gera lýð sinn af syndum þeirra
-		ser	12	0.17	0	rel	homiliubok	1150	1439	Sjá er sönn og full umskorning ór þá er vér erum skildir við öll mein andar og líkama á dómsdegi
-		ser	12	0.17	0	rel	homiliubok	1150	1447	Inn átti aldur er sjálfur upprisudagur með eilífri sælu þá er góðri önd er eigi mein að líkama sínum því að þau eru þá samþykk og eru ávallt hjá skapera sínum
-		ser	12	0.17	0	rel	homiliubok	1150	1497	En þá er þeir ætluðu aftur að hverfa til fundar við Herodem þá vitraðist engill Guðs þeim í draumi
-		ser	12	0.17	0	rel	homiliubok	1150	1498	og bað þá aðra leið aftur hverfa en hitta eigi Herodem Svo sem ér heyrðuð góð systkin í guðspjallinu sagt að jarðarkonungurinn hræddist þá er himinskonungurinn var borinn af því að lítils þykir verð heimstignin þá er upp lýkst himnesk hæð
-		ser	12	0.17	0	rel	homiliubok	1150	1498	og bað þá aðra leið aftur hverfa en hitta eigi Herodem Svo sem ér heyrðuð góð systkin í guðspjallinu sagt að jarðarkonungurinn hræddist þá er himinskonungurinn var borinn af því að lítils þykir verð heimstignin þá er upp lýkst himnesk hæð
-		ser	12	0.17	0	rel	homiliubok	1150	1503	En merkjanda er oss að postular kenndu þeim inum sömum heiðnum þjóðum lausnera vorn þá er hann var algjörs aldurs
-		ser	12	0.17	0	rel	homiliubok	1150	1509	Hafið kenndi hann því að það spratt eigi undan fótum hans þá er hann gekk yfir það
-		ser	12	0.17	0	rel	homiliubok	1150	1517	Þeim var það til auka fyrdæmingar sinnar er þeir fyrlitu þann borinn er þeir vissu miklu fyrr að borinn mundi verða og hvar hann mundi borinn vera því að þeir skýrðu stað burðar hans þá er þeir vóru spurðir af Herode Því að þeir vissu af röksemd ritningar og báru vitnin að Betlehem mundi vegsamast af burð hans Að sjálfur fróðleikur þeirra yrði þeim til fyrdæmingar en oss til tænaðar
-		ser	12	0.17	0	rel	homiliubok	1150	1518	þá merkti Ísak þá er hann blessaði Jakob son sinn sá er bæði var óskyggn og spáandi
-		ser	12	0.17	0	rel	homiliubok	1150	1520	en þó sagði hann margt fyr of hann sem síðan fór Því að Gyðingar fullir af spálegum anda og blindir kenndust eigi við Guð þá er hann var hjá þeim þó að þeir vissi tilkomu hans
-		ser	12	0.17	0	rel	homiliubok	1150	1521	En Herodes snörist til slægra bragða þá er hann vissi burð konungs vors að eigi rændist hann jarðlegu ríki
-		ser	12	0.17	0	rel	homiliubok	1150	1563	Þá fúnar dautt hold er dauðlegur líkami lifir við munúðlífi svo sem spámaðurinn sagði Fúnuðu kykvendi í sauri sínum er holdlegir menn láta lífið í saurlífinu
-		ser	12	0.17	0	rel	homiliubok	1150	1574	Aðra götu förum vér til héraðs vors þá er vér sækjum fyr sút og sorg til þess
-		ser	12	0.17	0	rel	homiliubok	1150	1582	Af því frestar hann komunni að síður finni hann þá er hann fyrdæmi
-		ser	12	0.17	0	rel	homiliubok	1150	1608	Sá inn sami þrinnur í nafni og einn í guðdómi laði oss blíðlega sín börn þá er vér komum fyr dómstól hans
-		ser	12	0.17	0	rel	homiliubok	1150	1625	Þá er maður gengur til skrifta þá skal vandvirklega að grafa með hverjum hætti eða af hverjum atburð hann hefir framið það er hann telur sig gjört hafa
-		ser	12	0.17	0	rel	homiliubok	1150	1653	Sjálfur Jesús eggjaði sína förunauta til vökunnar þá er hann taldi sæla þá þræla er hann fyndi vakendur þá er hann kemur
-		ser	12	0.17	0	rel	homiliubok	1150	1653	Sjálfur Jesús eggjaði sína förunauta til vökunnar þá er hann taldi sæla þá þræla er hann fyndi vakendur þá er hann kemur
-		ser	12	0.17	0	rel	homiliubok	1150	1702	En þá er hann át var hann rekinn á braut þaðan
-		ser	12	0.17	0	rel	homiliubok	1150	1726	Þá er vér biðjumst fyrir þá mælum vér við Guð
-		ser	12	0.17	0	rel	homiliubok	1150	1727	Þá er vér lesum þá mælir Guð við oss
-		ser	12	0.17	0	rel	homiliubok	1150	1760	Svo segir oss Ágústínus episcopus að sú hefnd muni koma fyrir fyrirlitning aumra manna þeirra er vér sjáum ekki nema gott eitt að þeir muni skildir úr sveit þeirra á dómsdegi þá er þeir eru til sælu dæmdir fyrir vel þegið volæði sitt
-		ser	12	0.17	0	rel	homiliubok	1150	1762	Hræðumst vér bræður er sæll Petrus apostolus hræddist þá er Guð mælti við hann Ef eg þvæ eigi fætur þína þá muntu engi hlut hafa með mér
-		ser	12	0.17	0	rel	homiliubok	1150	1791	En þá er vér komum fyrir dómstól á dómsdegi laði hann oss blíðlega sín börn heim í himinríkis dýrð ei og ei með sér að vera
-		ser	12	0.17	0	rel	homiliubok	1150	1800	Jesús sýndi vorkunn við óstyrkja liðu sína þá er hann ógladdist fyrir písl sína Því að hann vorkynnir oss þótt hugur vor hryggvist þá er vér verðum fyr sóttum eða helstríðum eða sköðum
-		ser	12	0.17	0	rel	homiliubok	1150	1800	Jesús sýndi vorkunn við óstyrkja liðu sína þá er hann ógladdist fyrir písl sína Því að hann vorkynnir oss þótt hugur vor hryggvist þá er vér verðum fyr sóttum eða helstríðum eða sköðum
-		ser	12	0.17	0	rel	homiliubok	1150	1802	En þess skulum vér minnast þá er vér biðjum oss líkamlegrar heilsu eða huggunar að vér leitim vilja Guðs í allri bæn vorri því að hann veit gjörr en vér sjálfir hvers vér þurfum og vill oss það gefa er vér þurfum helst að hafa
-		ser	12	0.17	0	rel	homiliubok	1150	1823	en Dominus svaraði engu þá er logið var á hann
-		ser	12	0.17	0	rel	homiliubok	1150	1856	Öðrum leitaði hann hjálpráðs þá er hann ávítaði ótrúan þjóf er mælta hafði guðlöstun en sér þá er hann mælti við Jesúm Minnst þú mín Drottinn er þú kemur í ríki þitt
-		ser	12	0.17	0	rel	homiliubok	1150	1856	Öðrum leitaði hann hjálpráðs þá er hann ávítaði ótrúan þjóf er mælta hafði guðlöstun en sér þá er hann mælti við Jesúm Minnst þú mín Drottinn er þú kemur í ríki þitt
-		ser	12	0.17	0	rel	homiliubok	1150	1867	Þá er Dominus hékk á krossi þá gerði myrkur of allan heim allt frá miðjum degi til nóns Því að það var maklegt að líkamlegt ljós slokknaði þá er andlegt ljós dó
-		ser	12	0.17	0	rel	homiliubok	1150	1867	Þá er Dominus hékk á krossi þá gerði myrkur of allan heim allt frá miðjum degi til nóns Því að það var maklegt að líkamlegt ljós slokknaði þá er andlegt ljós dó
-		ser	12	0.17	0	rel	homiliubok	1150	1873	Myrkur gerði of allan heim því að braut hvarf ið sanna ljós frá hjörtum Gyðinga þá er þeir píndu skapera ljóssins
-		ser	12	0.17	0	rel	homiliubok	1150	1875	og sprungu steinar því að jarðleg og steinleg hjörtu heiðinna manna hræddust og hurfu til synda iðranar þá er þeir heyrðu tákn píslar Christi
-		ser	12	0.17	0	rel	homiliubok	1150	1877	og risu upp líkamir dauðra manna þeir er í moldu höfðu legið Því að margir syndgir opnuðu leynda hluti hjarta síns fyr skriftargöngu þá er postular skýrðu andlega orð og verk heilagra feðra eftir upprisu Domini vors þau er áður vóru sem í jörð væri grafin meðan þau vóru eigi andlega skilin
-		ser	12	0.17	0	rel	homiliubok	1150	1880	og mælum eigi þá fagurt er vér hyggjum flátt að eigi glíkimst vér þeim er með kossi seldi Drottin sinn
-		ser	12	0.17	0	rel	homiliubok	1150	1963	Fimmta sinni sýndist Drottinn postulum sínum á páskadegi þá er framorðið var dags
-		ser	12	0.17	0	rel	homiliubok	1150	1980	Sá fögnuður upprisu Domini gengur þó lengst umfram of hugvit hvers manns er fengu vinir Guðs í helvíti þá er þeirra vitjaði almáttugur lausnari sonur Guðs sá er þeir höfðu margar aldir langað til að sjá og allir helgir spámenn höfðu fyrirheitið að alla sína menn myndi leysa úr helvítis nauðum og leiða með sér til eilífs fagnaðar sem hann gerði á upprisutíð sinni
-		ser	12	0.17	0	rel	homiliubok	1150	2024	Það sýndi Drottinn þá er hann mælti við inn sæla Job Mun eigi þú draga Levíaþan á öngli eða bora kinnur hans með baugi
-		ser	12	0.17	0	rel	homiliubok	1150	2028	Þenna orm tók almáttugur Guð á öngli þá er hann sendi son sinn til dauða sýnilegan að líkam en ósýnilegan að guðdómi
-		ser	12	0.17	0	rel	homiliubok	1150	2043	Sú Guðs miskunn borar kinnur Levíaþans þá er hún sýnir oss hjálp iðranar eftir gjörðar syndir þær er Guð bannaði
-		ser	12	0.17	0	rel	homiliubok	1150	2045	Hví væri eigi Pétar postuli í munni hans þá er hann neitti Drottni ?
-		ser	12	0.17	0	rel	homiliubok	1150	2056	Hún var syndug en hún þó að flekka hjarta síns þá er hún þó fætur Drottins í tárum sínum
-		ser	12	0.17	0	rel	homiliubok	1150	2060	og fann hún lifanda þá er hún leitaði hans andaðs
-		ser	12	0.17	0	rel	homiliubok	1150	2062	Í þessum hlut eigum vér góðir bræður að dýrka mildi skapera vors er oss sýnir til dæmi iðranar þá er hann lætur leiðréttast eftir syndir
-		ser	12	0.17	0	rel	homiliubok	1150	2063	Þá er eg lít á Pétar postula eða eg hygg að þjófinum er leiðréttist á krossinum eða þá er eg sé Sakkeum eða Maríu þá finn eg þar sett dæmi vilnaðar og iðranar fyr augu hugar vors
-		ser	12	0.17	0	rel	homiliubok	1150	2101	Á þessum degi var Drottinn skírður í Jórdan þá er hann var þrítugur að líkamsaldri
-		ser	12	0.17	0	rel	homiliubok	1150	2200	Þessa minning gjörum vér þá er vér stöndum í kirkju með logöndum kertum á þessum degi því að Dominus mælti svo í guðspjalli Sé brennandi kerti í höndum yður
-		ser	12	0.17	0	rel	homiliubok	1150	2236	Heiðnar þjóðir vóru í hugarmyrkri því að þeir sáu eigi ið sanna ljós þá er þeir kunnu eigi skapera sinn
-		ser	12	0.17	0	rel	homiliubok	1150	2246	Maklega tók karlmaður og kona við Drottni þá er hann var í kirkju borinn því að hann kom hingað í heim að hjálpa bæði körlum og konum
-		ser	12	0.17	0	rel	homiliubok	1150	2277	Það er oss mest nauðsyn að vér leitim við að vér sém búnir við andláti óru ávallt hverja stund frá annarri af því að vér vitum eigi hvort vér tökum öndina síð er vér hrindim henni frá oss
-		sag	13	0.21	0	rel	jartein	1210	2444	og lét segja Páli biskupi heilsu sína því að hann hafði einkanlega um ráðist við hann þá er hann hafði vanheilsuna of áheit sín og meðferð
-		sag	13	0.21	0	rel	jartein	1210	2451	En öngvir menn höfðu farið í eyna né þaðan síðan er þau fóru
-	þá	sag	13	0.21	0	rel	jartein	1210	2464	og var það í ísum og svo hættlega komið að honum þótti þeygi von að borgið mundi verða þótt þar væru menn staddir með skipinu er það var þá komið
-		sag	13	0.21	0	rel	jartein	1210	2466	En annan dag eftir þá var horfið skipið þaðan er áður var
-		sag	13	0.21	0	rel	jartein	1210	2468	og hugði að vandlega með því landi er honum var firr er skipið hafði nær verið þá er hann hafði séð af því að hvassviðri hafði á verið mikið of nóttina
-		sag	13	0.21	0	rel	jartein	1210	2506	Þá er Páll biskup var í Arnarbæli þá var bæði á hregg og hrota og svo ósvást að trautt þótti úti vært
-		sag	13	0.21	0	rel	jartein	1210	2508	En þá er hann hafði heitið þá þornaði veðrið
-		sag	13	0.21	0	rel	jartein	1210	2524	En honum batnaði þegar er heitið var fyrir honum
-	áður	sag	13	0.21	0	rel	jartein	1210	2563	og sáu að þar var moldin í sem presturinn sagði og hafði svarfast af altera er áður hafði legið skautinn
-		sag	13	0.21	0	rel	jartein	1210	2581	Húsfreyja ein virðileg og vel fjáreigandi fór heim skyndilega frá boði þá er hún skyldi taka við Páli biskupi
-		sag	13	0.21	0	rel	jartein	1210	2628	En þá er hún kom úr þá vildu menn færa hana úr skónum
-	áður	sag	13	0.21	0	rel	jartein	1210	2633	og var þar miður brunnið er áður hugðu til meira bruna
-	áður	sag	13	0.21	0	rel	jartein	1210	2634	Varð hún síðan heil á einum mánaði þar er áður vættu þeir henni trautt lífs
-		sag	13	0.21	0	rel	jartein	1210	2676	En er hann var á leiðinni og fór smám þá er hann mátti svo þá kom hann of aftaninn fyr kyndilmessu á bæ þann er að Laugarvatni heitir
-		sag	13	0.21	0	rel	jartein	1210	2688	og kenndi hann gerla að svo var sem hendi tæki fyrir þá er verkurinn fór úr fætinum
-		sag	13	0.21	0	rel	jartein	1210	2738	En þá er eftir nautunum var farið þá gekk griðungurinn eftir nautunum svo hægur og hýr að hann gaf þá að öngum manni gaum
-		sag	13	0.21	0	rel	jartein	1210	2774	og þá er hann vildi að hyggja að eigi félli marksteinninn þá stóð þar sleggjan við steininn sem maður hefði nýsett niður
-		sag	13	0.21	0	rel	jartein	1210	2823	og tók þá að hósta eftir því sem þá er honum var mest mein við að verða
-		sag	13	0.21	0	rel	jartein	1210	2902	Fór hann síðan heim þangað er hann var innhýstur þá er hann fékk sér nakkvað til atvinnu
-		sag	13	0.21	0	rel	jartein	1210	2933	og var þá síðan til leitað þar er hún hafði ákaflegast brunnin verið
-		sag	13	0.21	0	rel	jartein	1210	2965	En þá er leiði gaf úr eyjunum þá fór hún utan
-		sag	13	0.21	0	rel	jartein	1210	3029	En drottinsdaginn eftir imbrudagana var hún í stofu inni þá er aðrir menn voru að tíðum úti með svo litlum mætti sem áður var frá sagt
-		sag	13	0.21	0	rel	jartein	1210	3090	og mátti hvorki standa né ganga þá er hann hitti menn
-		sag	13	0.25	0	rel	thorlakur	1210	3140	og sýndi hann það síðan að hann vildi eigi hjá sér láta líða þau heilræði um sinn meistara sem til gaf hinn sæli Páll postuli sínum lærisveinum talandi svo til þeirra þeim áheyrandum Verið þér eftirglíkjarar mínir sem eg er Krists af því að svo bar oft til þá er vér hældum hans háttum góðum að hann kvað það vera siðvenjur Eyjólfs fóstra síns Sæmundarsonar
-		sag	13	0.25	0	rel	thorlakur	1210	3149	Hann gætti þess og þótt meir fylgdi lítillæti og þjónkan hinum smærrum vígslum heldur en sæmd mikil veraldarvirðinga að hann hélt öllum manndyggðum þeim er fylgja áttu hinum minna vanda þá er hann var hafiður á hina hærri palla vanda og virðingar með hinum stærrum vígslum
-		sag	13	0.25	0	rel	thorlakur	1210	3150	Sú var þá hans iðja er hann var á ungum aldri að hann var löngum að bóknámi en að riti oftlega á bænum þess í millum en nam þá er eigi dvaldi annað það er móðir hans kunni kenna honum ættvísi og mannfræði
-		sag	13	0.25	0	rel	thorlakur	1210	3151	Þá er Magnús biskup var andaður þá var nokkura stund biskupslaust í Skálholti
